customerID,gender,Usia >65 Tahun (SeniorCitizen),Memiliki Pasangan (Partner),Memiliki Tanggungan (Dependents),Lama Berlangganan (tenure),Layanan Telepon (PhoneService),Memiliki Beberapan Layanan Telepon (MultipleLines),Jenis Layanan Internet (InternetService),Memiliki Keamanan Online (OnlineSecurity), Memiliki Backup Online (OnlineBackup),Memiliki Perlindungan Perangkat (DeviceProtection),Memiliki Dukungan Teknis (TechSupport),Layanan Streaming TV (StreamingTV), Layanan Streaming Film (StreamingMovies),Jenis Kontrak Pelanggan (Contract),Tagihan Paperless (PaperlessBilling),Metode Pembayaran (PaymentMethod),Jumlah Tagihan per Bulan (MonthlyCharges),Total Tagihan Selama Menjadi Pelanggan (TotalCharges),Churn
IDF003D3,Male,0,No,Yes,54,No,No phone service,DSL,No internet service,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,70.7,1552.22,No
ID1398DC,Male,1,No,Yes,56,Yes,Yes,No,No internet service,No internet service,No,No,No,No,One year,No,Mailed check,69.37,6873.29,Yes
ID4728E3,Female,0,Yes,No,16,No,Yes,DSL,Yes,Yes,Yes,Yes,No internet service,No internet service,One year,Yes,Electronic check,26.75,2569.41,No
ID5FD8C3,Female,1,No,Yes,38,No,No,DSL,No internet service,No,No,No,Yes,Yes,Two year,No,Credit card (automatic),83.92,2324.68,Yes
ID424DA2,Male,0,Yes,No,67,No,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),63.13,2632.98,Yes
IDEB3E20,Female,1,No,Yes,54,Yes,No,No,Yes,Yes,Yes,No,No internet service,No,Month-to-month,Yes,Electronic check,61.11,6150.21,No
IDA74E16,Female,1,No,No,44,No,No phone service,DSL,Yes,Yes,Yes,No internet service,Yes,Yes,One year,No,Electronic check,79.65,1402.24,Yes
ID288041,Female,0,No,Yes,0,No,No,No,No internet service,No,No,Yes,Yes,No,One year,No,Bank transfer (automatic),80.62,3066.65,Yes
IDAB6469,Female,1,Yes,No,20,Yes,No phone service,Fiber optic,Yes,Yes,No internet service,Yes,No,No internet service,Month-to-month,Yes,Credit card (automatic),21.5,266.05,No
ID876AAF,Female,1,No,No,20,No,No,No,No internet service,Yes,Yes,Yes,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),32.52,6616.48,Yes
ID300411,Male,0,Yes,Yes,51,No,No,No,No internet service,No,No,No,Yes,Yes,One year,Yes,Electronic check,43.65,2738.94,Yes
ID39B61B,Female,1,Yes,Yes,42,No,Yes,No,Yes,No internet service,No internet service,No internet service,Yes,Yes,One year,Yes,Electronic check,87.8,2000.42,No
IDE43C54,Male,0,No,Yes,51,No,No phone service,Fiber optic,Yes,Yes,No,Yes,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),77.67,4647.55,Yes
ID9B18B7,Female,0,Yes,No,66,No,No,Fiber optic,Yes,No internet service,Yes,No internet service,No internet service,Yes,One year,Yes,Mailed check,95.76,5645.84,Yes
ID4E3512,Male,0,No,No,43,No,Yes,No,No internet service,No internet service,No,Yes,Yes,No internet service,One year,No,Bank transfer (automatic),94.06,6506.91,No
IDE20752,Female,0,Yes,Yes,31,Yes,No phone service,No,No internet service,No internet service,No,No,No,Yes,Month-to-month,No,Electronic check,105.32,2795.32,Yes
ID41AD9F,Male,1,Yes,Yes,9,No,No phone service,Fiber optic,Yes,No internet service,No,Yes,No,No internet service,Two year,No,Electronic check,57.68,6502.16,Yes
ID9731D9,Female,1,No,No,63,No,No,DSL,Yes,No internet service,Yes,Yes,Yes,No,One year,Yes,Electronic check,54.51,3729.75,No
IDFD8221,Male,1,No,No,68,Yes,No phone service,Fiber optic,No,No internet service,No internet service,No,No internet service,No,Two year,Yes,Credit card (automatic),103.1,827.12,Yes
ID4B7BF4,Female,0,No,Yes,67,No,Yes,No,Yes,No,No internet service,No,Yes,No internet service,One year,No,Bank transfer (automatic),43.76,6773.53,No
ID7505BE,Male,1,No,No,27,No,Yes,DSL,No,No,No internet service,Yes,No,No,Two year,No,Credit card (automatic),66.12,4390.13,No
IDCDE91A,Female,1,Yes,Yes,52,Yes,No phone service,DSL,No,No internet service,No internet service,No internet service,Yes,No internet service,One year,No,Bank transfer (automatic),39.43,4827.71,Yes
IDB0FDA2,Male,0,Yes,Yes,50,Yes,Yes,DSL,No internet service,No,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),111.38,7501.18,Yes
ID73BF5B,Male,0,Yes,Yes,52,Yes,No phone service,Fiber optic,No internet service,No,No,Yes,No internet service,No,Two year,No,Mailed check,60.78,4482.03,No
ID3FAFEA,Female,1,No,No,3,Yes,Yes,Fiber optic,No,No internet service,No internet service,No,No,No,One year,No,Electronic check,41.25,64.56,No
IDE7F84A,Female,0,Yes,No,16,Yes,No phone service,Fiber optic,No,No internet service,No internet service,No internet service,No,No,Two year,No,Electronic check,89.2,6967.51,No
IDE66F40,Male,0,No,No,66,Yes,No phone service,Fiber optic,Yes,Yes,Yes,Yes,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),44.46,2292.31,No
ID85967F,Female,0,Yes,No,46,Yes,No phone service,No,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,114.35,4024.1,Yes
IDC4F7A7,Male,0,No,Yes,55,No,Yes,DSL,Yes,No internet service,No,No internet service,No,Yes,Month-to-month,No,Credit card (automatic),56.76,1655.0,No
ID2F9A44,Male,1,Yes,No,22,No,No phone service,No,No internet service,No,No internet service,No internet service,No,No,Two year,No,Mailed check,86.46,2389.93,Yes
IDC00490,Male,0,Yes,Yes,17,No,No phone service,Fiber optic,Yes,No,No internet service,Yes,No,Yes,One year,No,Credit card (automatic),54.52,5499.46,Yes
ID46A045,Female,0,No,Yes,0,Yes,No,Fiber optic,No internet service,No,No,No internet service,No internet service,No,Two year,Yes,Credit card (automatic),100.72,3448.0,Yes
ID4DAC21,Male,0,Yes,Yes,34,No,No,No,No,Yes,Yes,No internet service,No internet service,No,One year,No,Bank transfer (automatic),109.69,5024.5,Yes
ID4F3913,Male,0,No,No,63,Yes,No phone service,DSL,No,No internet service,No,Yes,No internet service,Yes,Two year,Yes,Electronic check,98.79,6592.13,Yes
ID75CA6F,Female,0,Yes,Yes,57,No,No,DSL,No,No,No,No,No internet service,No,One year,Yes,Credit card (automatic),104.85,2739.76,Yes
ID14449A,Female,0,Yes,Yes,58,No,No phone service,Fiber optic,Yes,No internet service,No internet service,No internet service,No internet service,Yes,Two year,Yes,Bank transfer (automatic),30.19,4555.35,Yes
ID59A328,Female,0,No,No,0,No,No,Fiber optic,No internet service,No,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),112.41,6225.15,Yes
ID419A86,Female,0,No,Yes,2,No,Yes,Fiber optic,No internet service,No internet service,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),82.43,5726.68,No
IDE6275E,Male,1,Yes,No,66,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,No,Yes,No,Two year,No,Credit card (automatic),106.92,4327.95,Yes
IDB76660,Male,0,Yes,No,36,Yes,No phone service,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,No,Month-to-month,No,Bank transfer (automatic),88.44,3079.4,Yes
ID8F6C94,Male,1,Yes,No,28,No,No phone service,No,No internet service,No,Yes,Yes,No,Yes,One year,Yes,Mailed check,40.18,3271.87,Yes
ID382894,Male,0,Yes,Yes,32,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No internet service,No,One year,Yes,Credit card (automatic),80.96,3476.42,No
IDC660CD,Female,0,Yes,No,60,Yes,Yes,No,No internet service,No internet service,No internet service,Yes,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),29.09,2803.79,Yes
ID700DA5,Male,0,Yes,No,3,No,No,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),89.57,5598.62,Yes
ID14750B,Male,0,No,No,13,Yes,No phone service,Fiber optic,No internet service,No internet service,Yes,Yes,No,Yes,One year,Yes,Electronic check,60.9,1020.81,Yes
IDAB032B,Female,1,No,No,32,Yes,Yes,No,No,Yes,No,Yes,No,No internet service,Two year,No,Mailed check,35.17,7740.28,Yes
ID73AD44,Male,0,No,Yes,21,Yes,Yes,Fiber optic,Yes,No internet service,Yes,No,Yes,No internet service,Two year,Yes,Bank transfer (automatic),117.92,6236.3,No
IDF07B10,Male,0,Yes,No,47,Yes,No phone service,DSL,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,110.11,2399.34,No
ID91137D,Male,1,Yes,Yes,2,No,No,Fiber optic,No,No internet service,No,No,No internet service,No internet service,One year,Yes,Bank transfer (automatic),109.35,359.53,Yes
ID7016FD,Male,1,Yes,No,22,No,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,One year,No,Bank transfer (automatic),98.88,5696.2,Yes
IDD8DAD9,Male,0,No,Yes,67,Yes,No,Fiber optic,Yes,Yes,No internet service,No internet service,Yes,No,Two year,No,Mailed check,89.2,5880.19,No
ID6A2DA2,Male,1,No,No,20,No,No,Fiber optic,Yes,No internet service,Yes,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,85.51,7709.71,No
IDB874AF,Female,1,Yes,Yes,42,No,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,30.61,2044.57,No
ID7A6B16,Female,1,Yes,No,25,No,No phone service,No,No internet service,No internet service,No internet service,No,No,Yes,Month-to-month,Yes,Mailed check,110.06,680.15,No
ID607904,Male,0,No,Yes,40,Yes,No phone service,Fiber optic,No,No internet service,Yes,No internet service,No internet service,Yes,Two year,No,Electronic check,108.11,7322.78,No
IDAE90EF,Male,0,No,Yes,37,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No internet service,Month-to-month,No,Credit card (automatic),94.79,2084.02,No
ID7B4F5D,Female,0,No,Yes,10,No,Yes,DSL,No internet service,No,No internet service,Yes,Yes,No,One year,No,Bank transfer (automatic),112.73,5777.82,Yes
ID85B61A,Male,1,Yes,No,28,No,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,75.31,504.06,Yes
ID5B5BC4,Male,0,Yes,Yes,59,Yes,No phone service,DSL,No internet service,Yes,Yes,Yes,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),64.76,6089.47,No
IDC46EA6,Male,1,Yes,Yes,66,No,No phone service,Fiber optic,No internet service,No,No internet service,No internet service,No internet service,Yes,Two year,No,Electronic check,116.79,1033.67,No
ID7A9EC8,Female,0,No,Yes,64,Yes,No phone service,No,No,Yes,Yes,Yes,No,Yes,One year,No,Mailed check,66.41,5570.78,No
ID25F596,Male,0,No,Yes,60,No,No,DSL,No internet service,No,Yes,Yes,No internet service,Yes,One year,Yes,Bank transfer (automatic),84.13,4268.1,Yes
ID0D211E,Female,1,Yes,No,18,Yes,Yes,DSL,No internet service,Yes,No internet service,No,No internet service,No internet service,Month-to-month,No,Credit card (automatic),57.31,7644.8,No
ID7CFCB3,Male,0,Yes,Yes,45,Yes,Yes,DSL,Yes,No,No internet service,Yes,No internet service,No internet service,Two year,Yes,Mailed check,83.63,314.6,Yes
IDE2EC61,Female,1,No,Yes,48,Yes,Yes,No,Yes,No,Yes,No internet service,No,Yes,Two year,No,Bank transfer (automatic),92.01,2350.55,Yes
ID91D1C9,Female,1,Yes,Yes,21,Yes,No phone service,Fiber optic,No,No internet service,Yes,No internet service,No,Yes,Month-to-month,Yes,Credit card (automatic),82.47,574.68,No
IDDE5B6F,Male,0,No,No,56,No,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),71.46,7036.0,No
ID934743,Female,1,No,Yes,13,Yes,Yes,Fiber optic,No internet service,No internet service,No,No,No internet service,No internet service,One year,No,Electronic check,50.01,4759.33,Yes
ID2DC39A,Male,0,Yes,Yes,43,No,No,DSL,No internet service,No,No internet service,No internet service,Yes,No internet service,One year,Yes,Mailed check,84.38,4289.06,Yes
IDA3CE56,Female,0,No,Yes,15,Yes,No phone service,Fiber optic,No internet service,No,Yes,No internet service,No internet service,No,Two year,Yes,Mailed check,110.84,1069.03,Yes
ID812BEA,Male,1,Yes,Yes,11,Yes,Yes,DSL,No,No internet service,No internet service,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),20.69,3922.48,No
ID7D9759,Male,0,No,No,54,No,No phone service,No,Yes,No internet service,No internet service,Yes,No internet service,Yes,Two year,Yes,Credit card (automatic),33.39,3201.66,No
ID821661,Female,1,No,Yes,50,No,No phone service,No,No internet service,Yes,Yes,No internet service,No internet service,No,One year,No,Mailed check,31.98,2539.7,No
ID1C4139,Male,0,Yes,Yes,38,No,No phone service,Fiber optic,Yes,No internet service,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),112.32,6182.07,Yes
ID53FE4B,Male,0,No,No,32,Yes,No,DSL,Yes,Yes,No internet service,Yes,Yes,No,One year,No,Electronic check,86.27,508.98,No
ID1DF19D,Female,0,Yes,No,32,Yes,No phone service,DSL,Yes,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,115.18,5180.55,No
IDE860B1,Male,0,Yes,No,28,No,No phone service,Fiber optic,Yes,No internet service,Yes,No,No,No,One year,Yes,Bank transfer (automatic),78.28,6587.48,No
ID7E4054,Male,0,No,Yes,68,Yes,No phone service,No,No,No internet service,No,No,No internet service,No,Month-to-month,No,Credit card (automatic),66.17,7260.31,Yes
ID5C28BE,Female,1,Yes,No,69,No,Yes,No,No,No,No,No internet service,No internet service,No internet service,Two year,No,Mailed check,99.23,5972.41,No
IDAE31FE,Female,1,Yes,Yes,30,Yes,No,No,No,No,Yes,Yes,No internet service,Yes,Two year,Yes,Mailed check,36.09,2274.0,No
IDBC0FF9,Male,1,Yes,No,30,Yes,Yes,No,No internet service,No,No internet service,No internet service,No,No,Two year,No,Electronic check,58.13,4812.05,No
ID918F40,Male,1,Yes,Yes,45,Yes,No,No,No internet service,No,Yes,No internet service,No,No,One year,No,Bank transfer (automatic),66.63,1148.4,No
ID08A64D,Female,1,Yes,No,51,No,No,Fiber optic,No internet service,No internet service,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),49.85,954.14,No
IDF00CC8,Female,1,Yes,Yes,9,Yes,No phone service,Fiber optic,No,No,No,No,No,No,Two year,No,Electronic check,57.13,5116.22,Yes
IDDAB80C,Male,0,No,No,40,No,No phone service,Fiber optic,Yes,No,No internet service,No,No,No internet service,Two year,Yes,Electronic check,27.81,6811.84,Yes
IDB6627E,Female,0,Yes,Yes,2,No,Yes,No,No,No internet service,No internet service,Yes,No internet service,No,Month-to-month,No,Electronic check,39.8,556.64,Yes
IDF53603,Male,1,No,Yes,58,Yes,No,No,No internet service,Yes,No,No internet service,No,Yes,One year,Yes,Bank transfer (automatic),53.55,865.91,Yes
ID93BEC9,Male,1,No,Yes,51,No,No phone service,Fiber optic,No internet service,No internet service,No internet service,Yes,No internet service,Yes,Two year,No,Bank transfer (automatic),99.59,4533.55,Yes
IDF0BD12,Male,0,Yes,Yes,33,No,No phone service,Fiber optic,Yes,Yes,No internet service,No internet service,No internet service,No,One year,Yes,Mailed check,38.25,1761.33,No
ID205A34,Male,0,No,Yes,48,Yes,No phone service,No,No,No,Yes,Yes,No internet service,Yes,One year,Yes,Bank transfer (automatic),54.66,4902.31,Yes
ID971148,Male,0,No,Yes,27,No,No phone service,DSL,Yes,No internet service,Yes,Yes,Yes,Yes,One year,No,Electronic check,26.49,1732.06,Yes
ID7B5E3B,Female,1,Yes,Yes,12,No,Yes,Fiber optic,No,No,Yes,No,No,No,Two year,No,Bank transfer (automatic),75.71,949.53,No
IDFC4A84,Female,1,Yes,Yes,68,Yes,Yes,No,No internet service,No internet service,No internet service,No,No,No,Two year,Yes,Credit card (automatic),81.13,4373.69,Yes
IDB80EB9,Female,1,Yes,No,66,Yes,No phone service,No,Yes,Yes,No internet service,Yes,No internet service,Yes,Month-to-month,No,Mailed check,106.55,6900.32,Yes
ID432F3B,Female,0,No,Yes,60,Yes,No phone service,Fiber optic,Yes,No internet service,No internet service,Yes,Yes,No,Month-to-month,Yes,Electronic check,101.91,5487.27,Yes
ID35D2FB,Male,0,No,Yes,59,No,No phone service,DSL,No,No,No internet service,No,No,No internet service,One year,Yes,Mailed check,48.54,6553.43,Yes
IDA71704,Male,1,Yes,No,70,No,No phone service,No,No,No internet service,No,No internet service,No internet service,No,Two year,No,Bank transfer (automatic),33.7,2145.35,No
ID6D1497,Male,1,Yes,Yes,23,Yes,No phone service,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Mailed check,35.61,7090.11,No
IDD60326,Male,0,No,No,62,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,116.9,3028.77,Yes
ID048509,Female,0,No,Yes,60,Yes,No,No,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),87.32,6822.53,Yes
IDEEEC9C,Male,0,No,No,22,Yes,No,No,No internet service,No internet service,Yes,No,No internet service,Yes,One year,No,Mailed check,24.26,3779.98,No
ID5D66BB,Male,0,No,No,29,Yes,No,No,No,No internet service,No,No internet service,No,No internet service,Two year,No,Bank transfer (automatic),33.68,2157.5,Yes
ID016BAD,Female,1,Yes,Yes,59,No,No phone service,DSL,No,No internet service,No,Yes,No internet service,No,One year,No,Electronic check,68.58,2096.87,No
IDF79982,Female,0,No,No,17,No,No,Fiber optic,No internet service,No internet service,No internet service,No,No internet service,Yes,One year,Yes,Mailed check,40.78,4549.99,No
ID6BE20C,Female,0,No,Yes,55,Yes,No,Fiber optic,No,Yes,No internet service,No,Yes,No,Two year,No,Credit card (automatic),100.37,650.5,Yes
IDF13856,Female,0,No,Yes,52,Yes,Yes,Fiber optic,No internet service,No,No internet service,No,Yes,No,Two year,No,Credit card (automatic),77.32,7441.85,Yes
ID95ACC9,Male,1,No,Yes,6,No,No,Fiber optic,No internet service,No internet service,No internet service,Yes,No,No internet service,Month-to-month,Yes,Electronic check,81.26,2186.28,Yes
ID195427,Male,1,Yes,Yes,68,Yes,No,Fiber optic,No,No internet service,No internet service,No,No internet service,Yes,Two year,No,Bank transfer (automatic),66.28,2698.29,Yes
ID77F7D3,Female,0,Yes,No,71,No,No phone service,DSL,No,No internet service,Yes,Yes,Yes,No internet service,One year,Yes,Bank transfer (automatic),45.61,1881.75,Yes
ID0F4951,Male,0,No,Yes,51,Yes,No,No,Yes,Yes,Yes,No,No,No internet service,Month-to-month,No,Mailed check,78.94,44.0,Yes
ID2C4D2A,Male,0,No,No,3,Yes,No,No,No,No,No internet service,No internet service,No,Yes,Month-to-month,Yes,Mailed check,91.7,5546.55,Yes
ID29010A,Male,1,Yes,No,33,No,No phone service,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),57.09,4732.61,Yes
IDD90B0B,Female,1,Yes,Yes,68,No,No,No,No,No internet service,No internet service,No,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),70.49,6480.96,Yes
ID44AD5B,Male,1,No,Yes,32,No,No phone service,No,No internet service,No internet service,No internet service,Yes,No internet service,No internet service,One year,No,Bank transfer (automatic),103.97,347.27,Yes
ID951783,Female,0,No,Yes,68,No,No,No,No internet service,No,No,Yes,No,No internet service,One year,No,Credit card (automatic),34.87,7430.67,No
ID55D6AE,Male,1,Yes,Yes,37,No,Yes,Fiber optic,Yes,No internet service,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),74.52,2660.48,Yes
ID25C56A,Male,0,Yes,No,25,Yes,Yes,Fiber optic,No,No internet service,Yes,No internet service,No,Yes,One year,No,Electronic check,54.84,7306.3,Yes
ID7F920E,Male,0,Yes,Yes,0,Yes,No,DSL,Yes,No internet service,No,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,90.28,874.91,No
IDE09C8C,Female,0,Yes,No,3,No,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),21.88,5956.49,No
ID8953D0,Male,1,Yes,Yes,38,No,No phone service,DSL,No,Yes,No,No internet service,No,Yes,Month-to-month,Yes,Mailed check,87.05,4643.28,Yes
IDB6F11E,Female,0,Yes,Yes,53,Yes,No,Fiber optic,No internet service,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),30.29,2878.37,No
ID38986B,Female,1,No,Yes,32,Yes,No phone service,No,Yes,Yes,No internet service,No internet service,No internet service,No,One year,Yes,Credit card (automatic),26.48,651.56,Yes
IDD80787,Female,1,Yes,Yes,32,No,Yes,DSL,No internet service,Yes,No,Yes,No internet service,No,Two year,Yes,Credit card (automatic),92.46,4845.8,No
ID4D433C,Male,0,Yes,No,71,No,No phone service,DSL,No internet service,No,No internet service,Yes,No internet service,No internet service,Two year,No,Mailed check,84.03,230.99,No
ID57B13B,Male,0,Yes,No,19,Yes,Yes,DSL,No internet service,Yes,No internet service,No internet service,No internet service,No,One year,No,Credit card (automatic),109.49,4020.23,No
IDE558EA,Male,1,Yes,Yes,15,No,Yes,Fiber optic,Yes,No,Yes,No,Yes,No internet service,Month-to-month,Yes,Mailed check,71.97,4841.58,Yes
ID9769D2,Male,0,No,No,20,Yes,Yes,DSL,No,No internet service,No,Yes,Yes,No internet service,Two year,No,Credit card (automatic),73.0,5865.54,No
ID8C6924,Female,1,No,No,44,Yes,No phone service,Fiber optic,No,No,No internet service,Yes,No,Yes,One year,No,Mailed check,90.7,7930.85,No
ID4516F9,Female,0,Yes,Yes,61,No,Yes,DSL,Yes,No,No internet service,No,No,No internet service,Two year,Yes,Mailed check,52.34,2095.55,No
IDACEE01,Female,1,No,Yes,30,Yes,No,Fiber optic,No,No,No,Yes,Yes,No internet service,Two year,No,Mailed check,23.69,2592.67,No
ID48EB20,Male,1,No,No,41,Yes,Yes,DSL,Yes,No internet service,Yes,Yes,Yes,No internet service,One year,Yes,Mailed check,43.0,2742.34,No
ID6BF2DE,Female,1,No,No,11,Yes,No,No,Yes,No internet service,No internet service,No internet service,No,No internet service,Two year,Yes,Mailed check,43.8,5858.03,No
IDE568B1,Male,1,No,No,64,No,No,No,No,No internet service,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,53.57,7455.92,Yes
IDEE99F0,Female,0,No,No,72,Yes,No,DSL,No internet service,No,No,Yes,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),114.35,7795.1,Yes
IDB5767D,Male,0,No,Yes,2,No,No,Fiber optic,Yes,No,Yes,Yes,No internet service,No internet service,Two year,No,Bank transfer (automatic),100.48,7567.57,Yes
ID4722CE,Male,1,Yes,Yes,8,Yes,No phone service,Fiber optic,Yes,No,No,No,No internet service,No,Two year,No,Mailed check,113.6,7037.48,No
IDE1E95A,Female,1,Yes,No,50,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,One year,No,Bank transfer (automatic),119.86,7928.0,No
ID6789F1,Female,0,Yes,Yes,15,Yes,Yes,No,Yes,No,Yes,No internet service,Yes,No internet service,Month-to-month,Yes,Mailed check,63.38,3020.05,No
ID459E9D,Female,0,Yes,No,2,Yes,No,No,No,No,No internet service,No internet service,No,Yes,Two year,Yes,Credit card (automatic),42.71,7587.6,Yes
ID65522D,Female,0,Yes,No,23,Yes,Yes,No,No,No,Yes,No internet service,No,No internet service,Month-to-month,Yes,Electronic check,76.0,6092.94,No
IDBF3899,Male,0,No,Yes,72,No,No phone service,Fiber optic,Yes,Yes,No internet service,Yes,Yes,No internet service,Two year,No,Credit card (automatic),108.11,1364.31,No
ID14147E,Female,0,Yes,No,12,No,No,Fiber optic,No internet service,No internet service,No,No,No,Yes,One year,No,Credit card (automatic),66.57,382.81,No
ID4EFCEA,Female,0,Yes,No,1,Yes,Yes,Fiber optic,No,Yes,No,No internet service,No internet service,No,One year,Yes,Mailed check,70.54,1731.58,No
ID23DC0E,Female,1,No,Yes,70,No,No phone service,DSL,No internet service,No internet service,No internet service,No,Yes,No internet service,Month-to-month,No,Credit card (automatic),33.44,6234.43,No
IDF8C0D0,Male,0,No,Yes,20,No,No phone service,DSL,No internet service,No,Yes,Yes,No internet service,Yes,Month-to-month,No,Electronic check,62.05,5060.94,No
ID3F9B8D,Male,0,Yes,No,18,Yes,Yes,DSL,Yes,Yes,No,Yes,No internet service,Yes,Two year,Yes,Credit card (automatic),58.7,1810.36,Yes
ID41BD76,Female,1,No,No,46,No,No,No,No,No,No,No,Yes,No internet service,Two year,Yes,Electronic check,55.17,5940.53,Yes
ID4DFB15,Male,0,No,Yes,21,No,No phone service,No,Yes,Yes,No,No,No internet service,Yes,Two year,Yes,Electronic check,108.73,1147.75,Yes
ID1CB584,Female,0,No,No,32,No,Yes,Fiber optic,Yes,Yes,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,25.93,6578.29,No
IDA8CB5E,Male,0,No,No,31,No,No,DSL,No internet service,No,No,No,No internet service,No,One year,No,Electronic check,117.21,6357.4,Yes
ID6EC5DA,Male,0,Yes,Yes,63,Yes,No phone service,Fiber optic,No internet service,Yes,No,No internet service,Yes,No internet service,One year,No,Credit card (automatic),20.82,7781.16,No
IDE0A026,Male,0,No,Yes,38,No,Yes,DSL,No internet service,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,114.56,1219.23,No
IDFA42DB,Male,1,Yes,Yes,71,Yes,No phone service,DSL,Yes,No internet service,No,No,Yes,Yes,One year,Yes,Electronic check,74.8,7254.77,Yes
ID43EFDB,Female,0,Yes,Yes,41,Yes,No phone service,Fiber optic,Yes,No,No internet service,No,No,No internet service,Month-to-month,Yes,Electronic check,90.24,2742.0,No
ID018326,Female,1,No,Yes,8,No,Yes,Fiber optic,Yes,No,No internet service,Yes,No internet service,Yes,Two year,Yes,Bank transfer (automatic),38.71,3340.16,Yes
ID469A7A,Female,1,No,Yes,24,Yes,No phone service,DSL,Yes,Yes,Yes,Yes,No,No internet service,Month-to-month,No,Mailed check,85.42,3758.19,Yes
ID24347C,Male,0,No,No,1,No,Yes,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),108.2,5022.69,Yes
ID65711E,Female,1,Yes,No,18,Yes,No,No,Yes,No internet service,No internet service,No internet service,No internet service,No,Month-to-month,No,Electronic check,33.95,7958.21,No
IDC4F5A1,Female,0,No,Yes,19,No,Yes,Fiber optic,Yes,No internet service,Yes,No internet service,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),32.71,4807.67,No
ID751BBC,Female,1,No,Yes,69,No,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),50.4,7415.19,No
ID7C7634,Male,1,No,No,16,Yes,No phone service,Fiber optic,No,No,No,Yes,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),36.17,2055.13,Yes
ID8EC0C4,Male,0,No,No,67,No,Yes,Fiber optic,No,No internet service,Yes,No,Yes,No internet service,One year,No,Electronic check,31.06,3199.33,Yes
ID5676E4,Male,0,No,No,2,No,Yes,DSL,No,No,No internet service,No,No internet service,No,Two year,No,Bank transfer (automatic),87.83,4045.91,Yes
IDB5D469,Female,0,Yes,Yes,50,No,Yes,No,No,Yes,Yes,No internet service,No,Yes,One year,Yes,Bank transfer (automatic),41.38,2596.76,No
ID23AF95,Female,0,No,Yes,25,No,Yes,Fiber optic,Yes,No,Yes,No internet service,No,No internet service,One year,No,Mailed check,86.7,7815.4,No
ID90BC1B,Female,0,No,No,55,Yes,No,DSL,Yes,Yes,No internet service,No,Yes,No internet service,Two year,Yes,Credit card (automatic),106.19,5810.95,No
IDEC8A85,Male,1,No,Yes,63,Yes,No,DSL,No internet service,No internet service,Yes,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),85.2,3841.47,No
